Target_HDS,Drug_Descriptor,Indication,Publication_Count,News_Count,Geography,Therapy_Area,Count_Trials,Grants,Alliances,Transactions,Total_Amount,Hot/Not
4,24,17,2000,0,0,0,1,1,1,2,22.6116,1
2,24,17,0,0,0,0,0,0,0,0,0,0
2,14,17,5,0,0,0,0,0,2,1,1.75,0
4,24,17,2000,3,1,0,0,1,1,0,0.5867,1
3,6,17,2000,0,0,0,0,0,1,2,2795.005,1
2,6,17,6,1,0,0,1,0,0,1,30.0642,0
2,24,17,6,0,0,0,1,0,0,1,30.0642,0
2,6,17,2000,7,0,0,0,0,3,3,183.905,1
2,24,16,54,0,0,9,0,0,1,0,0,1
2,24,16,54,0,0,9,0,0,1,0,0,1
2,24,16,54,0,0,9,0,0,1,0,0,1
2,24,16,54,0,0,9,0,0,1,0,0,1
2,24,16,54,0,0,9,0,0,1,0,0,1
2,3,12,0,0,0,7,0,0,0,0,0,0
3,7,24,2000,2,1,10,2,0,0,2,949.3,1
3,20,24,2000,0,1,10,4,0,1,0,0,1
3,20,1,26,19,0,10,4,0,2,4,504.29,1
3,22,1,2000,3,0,10,5,0,2,0,0,1
3,20,2,26,19,0,10,4,0,2,4,504.29,1
3,22,2,54,0,0,10,0,0,0,0,0,1
3,20,1,26,19,0,10,4,0,2,4,504.29,1
2,24,3,0,0,0,1,0,0,0,0,0,0
2,24,16,1,0,0,9,0,0,0,0,0,0
2,20,16,1,0,0,9,0,1,0,1,20.3367,0
2,20,12,0,0,0,7,0,0,0,0,0,0
2,23,12,6,0,0,7,1,0,0,0,0,0
4,6,13,2000,0,0,4,0,1,1,3,638.2242,1
3,22,7,54,0,0,11,1,0,1,1,2.2,1
4,20,2,412,0,0,10,0,0,0,1,7.34,1
2,22,2,0,0,0,10,0,0,0,1,0,0
2,22,17,0,0,0,0,0,0,1,0,0,0
2,24,17,3,0,0,0,0,0,0,0,0,0
3,24,17,2,0,0,0,0,0,0,0,0,1
3,22,17,54,0,0,0,0,0,0,0,0,1
3,24,17,2,13,0,0,18,0,3,1,426.6,1
3,24,17,2,13,0,0,18,0,3,1,426.6,1
3,16,17,2,0,0,0,0,0,1,1,406.6,1
3,16,17,2,0,0,0,0,0,0,0,0,1
2,11,17,0,0,0,0,0,0,1,1,71.5195,0
3,24,15,54,0,0,3,0,0,2,2,703.5,1
2,13,2,3,0,0,10,0,1,2,0,2331.2438,1
4,22,2,8,0,0,10,0,0,0,0,0,1
2,9,2,2,0,0,10,3,0,0,0,0,0
2,10,2,0,0,1,10,4,0,0,0,0,0
3,20,2,54,5,0,10,9,0,3,1,1912.8,1
4,22,2,54,8,0,10,6,0,2,2,700.0238,1
3,19,2,54,0,0,10,1,0,0,0,0,1
3,19,2,54,0,0,10,1,0,0,0,0,1
2,24,2,2,3,1,10,2,0,1,1,20,0
3,20,2,1,1,0,10,3,0,1,0,169800,1
2,20,2,1306,0,0,10,0,0,1,1,383.4935,1
2,24,18,1,0,0,8,0,0,0,0,0,0
2,21,18,0,0,0,8,0,0,0,0,0,0
2,24,18,0,0,0,8,0,0,0,0,0,0
2,21,18,0,0,0,8,0,0,0,0,0,0
2,24,18,0,0,0,8,0,0,1,0,0,0
2,18,18,0,0,0,8,0,0,0,1,0.48,0
2,24,18,0,1,0,8,0,0,1,1,3,0
2,14,18,0,0,0,8,0,0,2,1,34,0
1,20,18,4,0,0,8,0,0,0,0,0,1
2,24,17,0,0,1,0,2,0,0,0,0,0
2,11,23,3,0,0,9,0,0,0,0,0,0
4,22,23,8,0,0,9,0,0,0,0,0,1
2,24,23,0,0,0,9,0,0,1,1,9.2,0
2,20,23,0,0,0,9,0,0,1,1,217.75,0
2,22,2,0,0,0,10,0,0,0,0,0,0
0,20,2,1,0,0,10,2,0,2,0,169800,1
0,18,2,293,0,1,10,0,0,0,1,2.47,1
4,13,2,7,0,1,10,10,0,2,0,2331,1
4,0,2,7,0,1,10,0,0,1,1,57.66,1
4,0,2,7,0,0,10,0,0,1,1,57.66,1
3,20,2,54,5,0,10,9,0,3,1,1912.8,1
3,24,2,54,0,0,10,1,0,0,0,0,1
3,24,2,54,0,0,10,1,0,0,0,0,1
2,18,2,5,0,1,10,0,0,1,1,0.2,0
4,22,2,2000,0,0,10,0,0,1,0,4000,1
2,24,2,2,3,1,10,2,0,1,1,20,0
2,20,2,2,4,0,10,0,0,1,2,51.1752,0
3,20,2,1,1,0,10,3,0,1,0,169800,1
2,9,2,54,1,0,10,0,0,1,1,405.2864,1
2,24,17,0,0,0,0,0,0,0,1,0.77,0
2,24,17,0,0,0,0,0,0,0,1,0.77,0
2,24,17,1,0,0,0,0,0,0,1,0.77,0
2,24,17,1,0,0,0,0,0,0,1,0.77,0
2,24,17,1,0,0,0,0,0,0,1,0.77,0
2,11,17,3,0,0,0,0,0,0,1,62.67,0
2,11,17,3,0,0,0,0,0,1,1,79.1,0
2,22,2,2,0,0,10,1,0,0,2,0,0
2,20,2,0,0,0,10,0,0,1,0,0,0
2,22,2,0,0,0,10,0,0,0,0,0,0
3,8,2,54,0,0,10,0,0,1,0,0,1
3,24,2,54,0,0,10,1,0,0,0,0,1
3,24,2,54,0,0,10,1,0,0,0,0,1
2,18,2,5,0,0,10,0,0,1,1,0.2,0
4,6,2,2000,0,0,10,0,1,1,3,638.2242,1
4,22,2,2000,0,0,10,0,0,0,0,0,1
2,22,2,8,0,0,10,0,0,0,1,9.9898,0
2,24,2,2,3,1,10,2,0,1,1,20,0
4,20,2,1,0,0,10,0,0,0,0,0,1
2,24,2,0,3,0,10,3,0,1,1,116.2,0
2,20,2,3,1,0,10,0,0,2,2,184,0
2,20,26,0,1,0,10,1,0,0,1,33.15,0
2,17,12,2,0,0,7,0,0,1,1,102.3,0
3,24,2,54,0,0,10,1,0,0,0,0,1
3,24,2,54,0,0,10,1,0,0,0,0,1
4,24,17,2000,0,0,0,0,1,0,0,0.3841,1
2,24,17,0,1,0,0,0,0,0,0,0,0
4,24,17,2000,3,1,0,0,1,1,0,0.5867,1
2,24,17,3,0,1,0,0,0,0,2,116.43,0
4,12,1,2000,1,0,5,0,0,3,2,2.9767,1
4,11,2,2000,0,0,10,0,0,0,1,12.8625,1
3,7,2,2000,2,1,10,2,0,0,2,949.3,1
3,20,2,54,5,0,10,9,0,3,1,1912.8,1
3,14,24,2000,6,0,6,1,0,1,1,264.5,1
3,22,24,2000,3,1,6,5,0,2,0,0,1
1,20,23,4,0,0,9,0,0,0,0,0,1
3,16,17,2,0,0,0,0,0,1,1,406.6,1
3,24,20,2,13,0,0,18,0,3,1,426.6,1
3,24,20,2,0,0,0,1,0,2,0,400,1
3,14,11,10,3,0,3,2,0,1,1,50,1
3,24,5,54,0,0,3,0,0,2,2,703.5,1
3,24,5,54,0,0,3,0,0,1,0,410.475,1
3,20,17,2000,2,0,0,3,0,2,0,20100,1
4,24,7,2000,0,0,11,0,0,0,0,0,1
4,22,2,8,0,0,10,0,0,1,1,1120.3,1
2,22,2,0,0,0,10,0,0,0,0,0,0
3,20,2,26,19,0,10,4,0,2,4,504.29,1
4,13,2,7,0,0,10,10,0,2,0,2331,1
2,24,2,6,0,0,10,0,0,1,0,0,0
3,22,2,54,0,0,10,0,0,0,0,0,1
2,22,2,8,0,0,10,0,0,0,1,9.9898,0
2,24,2,3,0,0,10,0,0,1,2,184,0
2,9,2,54,1,0,10,0,0,1,1,405.2864,1
2,20,12,0,0,0,7,0,0,0,0,0,0
2,20,12,0,0,0,7,0,0,0,0,0,0
2,20,12,0,0,0,7,0,0,0,0,0,0
3,20,24,2000,3,0,6,6,0,0,0,0,1
2,20,24,9,0,0,6,0,0,0,0,0,0
4,20,24,7,0,0,6,0,0,2,0,2331,1
2,14,24,0,0,0,6,0,0,0,1,152.3974,0
2,14,24,0,0,0,6,0,0,0,1,152.3974,0
2,6,24,2000,7,0,6,0,0,3,3,183.905,1
2,6,24,54,3,0,6,2,0,2,1,24999.91,1
2,18,3,0,0,0,1,0,0,0,2,204.2658,0
3,24,21,54,4,0,12,1,0,1,0,33.65,1
4,14,21,7,0,0,12,0,0,0,0,0,1
3,6,21,2000,0,0,12,0,0,1,2,2795.005,1
0,14,0,2000,6,0,6,10,0,3,3,963.2814,1
3,12,26,2000,2,1,10,1,0,1,0,0,1
3,22,26,54,3,0,10,2,0,0,0,0,1
2,22,26,0,0,0,10,2,0,0,1,86.25,0
2,20,2,39,0,0,10,0,0,0,0,0,1
3,1,2,2000,1,0,10,0,0,2,2,1669.1,1
3,22,2,2000,3,0,10,5,0,2,0,0,1
3,12,2,2000,3,0,10,3,0,2,1,39066.87,1
2,20,2,39,0,0,10,0,0,0,0,0,1
2,24,2,2,3,1,10,2,0,1,1,20,0
3,1,2,2000,1,0,10,0,0,2,2,1669.1,1
3,22,2,2000,3,0,10,5,0,2,0,0,1
3,12,2,2000,3,0,10,3,0,2,1,39066.87,1
2,24,2,2,3,1,10,2,0,1,1,20,0
4,13,2,7,0,0,10,10,0,2,0,2331,1
3,20,2,54,5,0,10,9,0,3,1,1912.8,1
3,22,2,54,3,0,10,2,0,0,0,0,1
3,24,2,54,0,0,10,1,0,0,0,0,1
3,24,2,54,0,0,10,1,0,0,0,0,1
2,24,21,1,0,0,12,0,0,0,1,49.61,0
2,24,3,1,0,0,1,0,0,1,0,0,0
2,11,7,0,0,0,11,0,0,0,0,0,0
2,11,7,7,0,0,11,0,0,0,1,67.9386,0
3,24,7,54,4,0,11,1,0,1,0,33.65,1
3,6,23,2000,5,0,6,4,0,2,0,200,1
3,20,23,2000,3,0,6,6,0,0,0,0,1
1,6,23,2000,5,0,6,5,0,0,2,968.24,1
2,20,23,9,0,0,6,0,0,0,0,0,0
3,20,23,54,0,0,6,0,0,0,2,1022,1
2,24,23,0,0,0,6,0,1,1,0,0.5015,0
2,14,23,5,0,0,6,0,0,2,1,1.75,0
4,6,23,2000,0,0,6,0,1,0,0,1.1061,1
4,14,23,2000,0,0,6,0,0,0,0,0,1
3,6,23,2000,0,0,6,0,0,1,2,2795.005,1
2,6,23,6,1,0,6,1,0,0,1,30.0642,0
2,6,23,3,0,0,6,0,0,1,1,261.95,0
2,6,23,54,3,0,6,2,0,2,1,24999.91,1
0,14,7,2000,6,0,11,10,0,3,3,963.2814,1
2,24,23,1,0,0,9,0,0,0,1,7.02,0
3,24,24,54,4,1,2,1,0,1,0,33.65,1
2,24,17,2,0,0,0,0,0,0,0,0,0
4,3,12,54,0,0,7,0,0,0,0,0,1
2,3,12,6,0,0,7,0,1,0,1,5.0387,0
2,3,12,0,4,0,7,0,0,0,2,207.8579,0
2,25,12,0,0,0,7,1,0,0,0,0,0
4,5,12,2000,0,0,7,0,0,0,1,177.3695,1
4,20,12,2000,0,0,7,0,0,0,0,0,1
2,24,13,3,0,0,2,0,0,1,2,160.1409,0
2,20,2,4,0,0,10,0,0,0,1,15.03,0
2,9,2,0,0,0,10,3,1,2,3,21.0578,0
2,22,26,0,0,0,10,2,0,0,1,86.25,0
4,22,26,4,0,0,10,3,0,2,2,7281.574,1
2,22,26,0,0,0,10,0,0,0,0,0,0
2,20,26,0,0,0,10,0,0,0,0,0,0
4,12,26,2000,0,0,10,0,0,4,3,1193.67,1
4,12,26,2000,1,0,10,0,0,3,2,2.9767,1
3,20,26,26,19,0,10,4,0,2,4,504.29,1
4,8,26,16,0,0,10,0,0,0,3,307.19,1
4,13,26,7,3,0,10,3,0,2,0,2331,1
3,20,26,40,0,0,10,1,0,1,0,642,1
2,9,26,0,0,0,10,0,0,0,0,0,0
2,24,26,0,0,0,10,0,0,0,0,0,0
2,10,26,0,0,1,10,4,0,0,0,0,0
2,24,26,0,0,1,10,2,0,0,0,0,0
2,20,26,4,1,1,10,1,0,0,0,0,0
3,22,26,54,3,0,10,4,0,1,1,497.9319,1
4,22,26,54,3,0,10,4,0,1,1,497.9319,1
3,22,26,54,0,0,10,1,0,1,1,2.2,1
3,22,26,54,2,0,10,0,0,0,1,395,1
3,22,26,54,0,0,10,0,1,0,0,0.2138,1
3,20,26,54,0,0,10,1,0,0,0,0,1
3,24,26,54,0,0,10,1,0,0,0,0,1
3,24,26,54,0,0,10,1,0,0,0,0,1
3,22,26,54,0,0,10,0,0,0,1,165.6,1
3,22,26,54,0,0,10,0,0,1,0,154.5,1
3,12,26,2000,3,0,10,3,0,2,1,39066.87,1
4,20,26,1,0,0,10,0,0,0,1,314.5,1
2,24,26,2,3,1,10,2,0,1,1,20,0
2,12,26,0,0,0,10,0,0,1,2,25.87,0
2,24,26,0,3,0,10,3,0,1,1,116.2,0
2,8,26,3,2,0,10,0,0,0,1,152.6,0
2,20,26,3,1,0,10,0,0,1,0,256.2,0
3,1,26,1,0,0,10,0,0,0,1,800,1
2,3,21,5,0,0,7,0,0,0,0,0,0
2,3,21,3,0,0,7,0,0,0,0,0,0
4,3,21,54,0,0,7,0,0,0,0,0,1
3,24,17,2,0,0,0,0,0,0,0,0,1
2,3,12,5,0,0,7,0,0,0,0,0,0
2,24,17,8,0,0,4,0,0,0,0,0,0
4,20,13,7,0,0,6,0,0,0,0,0,1
2,14,13,5,0,0,6,0,0,2,1,1.75,0
3,16,24,2,0,0,6,1,0,1,1,406.6,1
3,14,2,10,3,0,10,2,0,1,1,50,1
4,14,1,7,0,0,5,0,0,0,0,0,1
2,24,3,2,1,0,1,0,0,0,1,0,0
3,24,17,2,13,0,0,18,0,3,1,426.6,1
2,20,12,0,0,0,7,0,0,0,0,0,0
3,24,2,54,0,0,10,1,0,0,0,0,1
3,24,2,54,0,0,10,1,0,0,0,0,1
3,20,2,40,0,0,10,1,0,1,0,642,1
3,6,25,2000,5,0,6,4,0,2,0,200,1
3,20,25,2000,0,0,6,4,0,1,0,0,1
3,6,25,2000,0,0,6,0,0,1,2,2795.005,1
2,6,25,2000,7,0,6,0,0,3,3,183.905,1
2,6,25,54,3,0,6,2,0,2,1,24999.91,1
2,21,17,1,0,0,0,0,0,0,0,0,0
0,20,2,1,0,0,10,2,0,2,0,169800,1
4,20,2,54,5,0,10,0,0,1,1,1.1964,1
3,20,2,54,1,0,10,0,0,0,0,0,1
3,20,2,1,1,0,10,3,0,1,0,169800,1
2,20,21,4,1,0,7,0,0,0,0,0,0
2,3,21,2,0,0,7,0,0,0,0,0,0
2,17,21,2,0,0,7,0,0,0,0,0,0
2,21,4,3,0,0,8,0,0,0,0,0,0
2,6,4,2000,7,0,8,0,0,3,3,183.905,1
2,21,4,3,0,0,8,0,0,0,0,0,0
2,24,4,5,0,0,8,0,0,0,0,0,0
2,14,4,0,0,0,8,0,0,2,1,34,0
2,6,5,2,0,0,3,0,0,0,0,0,0
2,6,5,2,0,0,3,0,0,0,0,0,0
2,6,5,2,0,0,3,0,0,0,0,0,0
2,6,5,2,0,0,3,0,0,0,0,0,0
2,6,5,2,0,0,3,0,0,0,0,0,0
3,20,5,2000,2,0,3,10,0,0,0,0,1
3,14,5,2000,6,0,3,1,0,1,1,264.5,1
1,11,3,2000,0,0,1,1,0,1,2,968.24,1
2,24,17,1,0,0,0,0,0,0,0,0,0
3,16,17,2,0,0,0,0,0,0,0,0,1
4,20,24,7,0,0,2,0,0,2,0,2331,1
2,22,27,0,0,0,4,0,0,0,2,22.4597,0
2,14,27,1,0,0,6,0,0,0,0,0,0
2,5,27,0,0,0,7,0,0,1,1,100.49,0
4,22,27,4,0,0,10,3,0,2,2,7281.574,1
4,22,27,4,0,0,10,0,0,1,0,4000,1
2,24,27,1,0,0,10,0,0,0,0,0,0
2,22,27,9,0,0,10,0,0,0,0,0,0
2,20,27,3,0,0,10,0,0,1,0,0,0
2,22,27,0,0,0,10,0,0,0,0,0,0
2,18,27,1,0,0,10,0,0,0,0,0,0
2,14,27,6,0,0,10,0,0,1,2,0,0
2,9,27,5,0,0,10,0,0,0,0,0,0
2,22,27,7,0,0,10,0,0,0,0,0,0
4,22,27,8,0,0,10,0,0,1,3,637.71,1
4,22,27,8,1,0,10,0,0,1,1,1120.3,1
4,22,27,8,0,0,10,0,0,0,0,0,1
2,4,27,5,0,0,10,0,0,0,0,0,0
2,20,27,3,0,0,10,0,0,1,0,0,0
2,22,27,0,0,0,10,0,0,0,1,0,0
2,22,27,1,0,0,10,0,0,0,0,0,0
2,21,27,4,0,0,10,0,0,0,0,0,0
2,24,27,0,1,0,10,0,0,0,0,0,0
2,24,27,4,0,0,10,0,0,0,0,0,0
2,24,27,4,0,0,10,0,0,0,0,0,0
3,20,27,26,0,0,10,0,0,0,3,307.19,1
2,22,27,1,0,0,10,0,0,0,0,0,0
2,22,27,1,0,0,10,0,0,0,0,0,0
2,22,27,3,0,0,10,0,0,0,0,0,0
2,22,27,0,0,0,10,0,0,1,0,0,0
2,24,27,9,0,0,10,0,0,0,0,0,0
2,22,27,0,0,0,10,0,0,1,0,0,0
2,22,27,0,0,0,10,0,0,0,0,0,0
2,18,27,2,0,0,10,0,0,0,0,0,0
2,22,27,0,0,0,10,0,0,0,0,0,0
2,22,27,4,0,0,10,0,0,0,0,0,0
2,22,27,0,0,0,10,0,0,0,0,0,0
3,20,27,54,5,0,10,9,0,3,1,1912.8,1
3,22,27,54,3,0,10,2,0,0,0,0,1
3,22,27,54,0,0,10,0,0,2,0,34400,1
2,18,27,2,0,0,10,0,0,1,0,0,0
3,20,27,54,0,0,10,0,0,1,0,0,1
3,20,27,54,0,0,10,0,0,1,0,7,1
3,20,27,54,0,0,10,0,0,1,0,7,1
2,22,27,1,0,0,10,0,0,0,1,0.1,0
2,24,27,0,0,0,10,0,0,0,1,0.1,0
3,20,27,54,0,0,10,0,0,0,0,0,1
4,20,27,54,0,0,10,0,0,0,0,0,1
2,20,27,0,0,0,10,0,1,0,0,0.2781,0
2,14,27,5,0,0,10,0,0,2,1,1.75,0
4,22,27,2000,0,0,10,0,0,2,0,0,1
4,22,27,2000,0,0,10,0,0,0,0,0,1
2,20,27,2,0,0,10,0,0,1,1,3.3,0
2,22,27,0,0,0,10,0,0,0,2,22.4597,0
2,20,27,4,1,0,10,0,0,2,2,70.11,0
2,5,27,1,0,0,10,0,0,0,1,70.2,0
2,5,27,0,0,0,10,0,0,1,1,100.49,0
2,14,27,0,0,0,10,0,0,0,1,152.3974,0
2,14,27,0,0,0,10,0,0,0,1,152.3974,0
2,20,27,39,0,0,10,0,0,2,0,181.58,1
2,6,27,3,0,0,10,0,0,1,1,261.95,0
2,20,27,6,0,0,11,0,1,0,1,1.64,0
1,11,27,2000,0,0,14,1,0,1,2,968.24,1
2,24,27,0,0,0,15,0,0,0,0,0,0
2,24,27,0,0,0,15,0,0,0,0,0,0
2,24,27,5,0,0,15,0,0,0,0,0,0
2,24,27,5,0,0,15,0,0,0,0,0,0
2,24,27,5,0,0,13,1,0,0,0,0,0
2,24,27,5,0,0,13,0,0,0,0,0,0
2,24,27,0,0,0,13,0,0,0,0,0,0
2,24,27,0,0,0,13,0,0,0,1,82.75,0
3,22,2,54,0,0,10,0,0,1,0,53.75,1
3,22,2,54,0,0,10,0,0,1,0,53.75,1
4,22,2,2000,0,0,10,0,0,0,0,0,1
4,14,2,2000,0,0,10,0,0,0,0,0,1
1,14,11,0,0,0,6,0,0,0,0,0,1
2,17,12,2,1,0,7,4,0,1,1,102.55,0
3,24,17,2,0,0,0,1,0,2,0,400,1
3,24,17,2,0,0,0,1,0,0,0,0,1
3,24,2,54,0,0,10,1,0,0,0,0,1
3,24,2,54,0,0,10,1,0,0,0,0,1
2,3,12,0,4,0,7,0,0,0,2,207.8579,0
2,5,12,1,0,0,7,0,0,0,1,70.2,0
4,20,12,2000,0,0,11,0,0,0,0,0,1
2,16,17,1,0,0,0,0,0,0,0,0,0
2,20,7,6,0,1,11,1,0,1,0,0,0
3,24,7,54,2,1,11,1,0,2,1,94762.85,1
3,24,7,54,4,0,11,1,0,1,0,33.65,1
3,22,7,54,0,0,11,1,0,1,1,2.2,1
3,20,7,54,0,0,11,0,0,0,2,1022,1
2,24,10,0,0,0,15,0,0,0,0,0,0
2,24,10,5,0,0,15,0,0,0,0,0,0
2,24,24,4,0,0,2,0,0,0,0,0,0
2,6,24,3,0,0,2,0,0,1,0,0,0
2,23,9,4,0,0,14,0,0,0,0,0,0
2,6,25,0,0,0,7,0,0,1,1,100.7221705,0
2,18,2,5,0,0,10,0,0,1,1,0.2,0
2,24,17,0,0,0,0,0,0,0,0,0,0
2,4,12,5,0,0,7,0,0,0,0,0,0
2,17,27,1,0,0,9,0,0,0,0,0,0
2,22,27,7,0,0,10,0,0,0,0,0,0
2,22,27,7,0,0,10,0,0,0,0,0,0
2,20,26,0,0,0,10,0,0,0,0,0.097970833,0
2,3,12,0,0,0,7,0,0,0,0,1.392325743,0
2,24,17,1,0,0,0,0,0,0,1,0.77,0
2,6,5,2,0,0,3,0,0,0,0,0,0
2,3,11,2,0,0,7,0,0,0,1,26.34267174,0
2,20,12,0,0,0,7,0,0,0,0,0,0
2,9,2,0,0,0,10,0,0,0,0,0,0
2,9,26,0,0,0,10,0,0,0,0,0,0
2,11,17,0,0,0,0,0,0,1,1,73.09950339,0
2,10,23,2,0,0,9,0,0,0,0,0,0
2,23,17,0,0,0,0,0,0,0,0,0,0
2,23,16,7,0,0,4,0,0,0,0,0,0
2,20,2,0,0,0,10,0,1,0,0,0.1607,0
2,15,26,0,0,0,10,0,0,0,2,24.69278468,0
2,6,5,1,0,0,3,0,0,0,0,0,0
2,24,17,1,0,0,0,0,0,0,1,0.77,0
2,3,12,5,0,0,7,0,0,0,0,0,0
2,6,17,6,1,0,2,1,0,0,1,30.0642,0
2,23,2,0,0,0,10,0,0,0,0,0,0
2,8,26,2,1,0,10,0,0,0,1,152.5982935,0
2,22,27,0,0,0,10,0,0,0,0,0,0
2,20,19,3,1,0,12,2,0,0,1,125.29,0
2,6,21,2,0,0,12,0,0,0,0,0,0
2,24,2,2,3,1,10,2,0,1,1,20,0
2,11,17,0,0,0,0,0,0,0,1,70.69730298,0
2,3,12,4,0,0,7,0,0,0,0,0,0
2,22,27,0,0,0,10,0,0,0,0,0,0
2,24,17,0,0,0,0,0,0,0,0,0,0
2,3,21,5,0,0,7,0,0,0,0,0.467526204,0
2,20,4,3,0,0,8,0,0,0,0,0,0
2,3,12,0,0,0,7,0,0,0,0,0,0
2,18,2,1,0,0,9,0,0,1,0,74.65658941,0
2,23,12,7,0,0,6,0,0,0,0,0,0
2,17,19,1,0,0,7,0,0,0,0,0.167444684,0
2,9,2,0,0,0,10,3,0,0,0,0,0
2,24,2,2,3,1,10,2,0,1,1,20,0
2,2,2,1,0,0,10,0,0,1,0,0,0
2,3,12,3,0,0,7,0,0,0,0,0,0
2,22,27,0,0,0,10,0,0,0,0,0.099624186,0
2,3,12,3,0,0,7,0,0,0,0,0,0
2,24,27,4,0,0,15,0,0,0,0,0,0
2,19,21,4,0,0,7,0,0,0,0,0.003735051,0
2,24,17,0,0,0,0,0,0,0,0,0,0
2,20,23,9,0,0,9,0,0,0,0,0,0
2,22,2,0,0,0,10,0,0,0,0,0,0
2,17,19,2,0,0,11,1,0,0,1,125.0054205,0
2,14,10,3,0,0,8,3,0,0,1,65.80646622,0
2,24,18,5,0,0,5,0,0,0,0,0,0
2,9,2,3,0,0,10,1,0,0,0,0,0
